AFUB_007790	CADAFUBG00000782
AFUB_076840	CADAFUBG00007624
AFUB_031070	CADAFUBG00003102
AFUB_026010	CADAFUBG00002595
AFUB_095070	CADAFUBG00009409
AFUB_067270	CADAFUBG00006674
AFUB_023900	CADAFUBG00002384
AFUB_088110	CADAFUBG00008725
AFUB_009020	CADAFUBG00000906
AFUB_017800	CADAFUBG00001775
AFUB_083620	CADAFUBG00008291
AFUB_096200	CADAFUBG00009522
AFUB_021500	CADAFUBG00002144
AFUB_020070	CADAFUBG00002001
AFUB_066230	CADAFUBG00006573
AFUB_025750	CADAFUBG00002569
AFUB_052920	CADAFUBG00005272
AFUB_070850	CADAFUBG00007033
AFUB_043560	CADAFUBG00004346
AFUB_005450	CADAFUBG00000547
AFUB_053060	CADAFUBG00005286
AFUB_036820	CADAFUBG00003669
AFUB_005400	CADAFUBG00000542
AFUB_071920	CADAFUBG00007141
AFUB_065750	CADAFUBG00006525
AFUB_079760	CADAFUBG00007913
AFUB_059910	CADAFUBG00005971
AFUB_072210	CADAFUBG00007161
AFUB_032690	CADAFUBG00003264
AFUB_074890	CADAFUBG00007429
AFUB_029060	CADAFUBG00002901
AFUB_039170	CADAFUBG00003904
AFUB_009470	CADAFUBG00000952
AFUB_068700	CADAFUBG00006818
AFUB_068640	CADAFUBG00006812
AFUB_042160	CADAFUBG00004205
AFUB_018730	CADAFUBG00001867
AFUB_021910	CADAFUBG00002185
AFUB_092300	CADAFUBG00009143
AFUB_036570	CADAFUBG00003644
AFUB_080250	CADAFUBG00007953
AFUB_027230	CADAFUBG00002716
AFUB_045600	CADAFUBG00004551
AFUB_082340	CADAFUBG00008163
AFUB_003550	CADAFUBG00000355
AFUB_101500	CADAFUBG00010035
AFUB_085280	CADAFUBG00008458
AFUB_072350	CADAFUBG00007175
AFUB_079580	CADAFUBG00007895
AFUB_077390	CADAFUBG00007679
AFUB_063000	CADAFUBG00006248
AFUB_070570	CADAFUBG00007005
AFUB_028540	CADAFUBG00002848
AFUB_020370	CADAFUBG00002031
AFUB_048930	CADAFUBG00004873
AFUB_030100	CADAFUBG00003005
AFUB_083380	CADAFUBG00008267
AFUB_029720	CADAFUBG00002967
AFUB_084640	CADAFUBG00008393
AFUB_065870	CADAFUBG00006537
AFUB_033600	CADAFUBG00003355
AFUB_025530	CADAFUBG00002547
AFUB_085820	CADAFUBG00008513
AFUB_014070	CADAFUBG00001412
AFUB_083080	CADAFUBG00008237
AFUB_051100	CADAFUBG00005090
AFUB_011820	CADAFUBG00001187
AFUB_054190	CADAFUBG00005399
AFUB_036740	CADAFUBG00003661
AFUB_078400	CADAFUBG00007778
AFUB_053790	CADAFUBG00005359
AFUB_053420	CADAFUBG00005322
AFUB_049660	CADAFUBG00004946
AFUB_019360	CADAFUBG00001930
AFUB_019620	CADAFUBG00001956
AFUB_095660	CADAFUBG00009468
AFUB_008710	CADAFUBG00000875
AFUB_079240	CADAFUBG00007862
AFUB_022880	CADAFUBG00002282
AFUB_035140	CADAFUBG00003500
AFUB_071300	CADAFUBG00007078
AFUB_037240	CADAFUBG00003711
AFUB_006370	CADAFUBG00000640
AFUB_088020	CADAFUBG00008716
AFUB_025730	CADAFUBG00002567
AFUB_007890	CADAFUBG00000793
AFUB_094890	CADAFUBG00009391
AFUB_042760	CADAFUBG00004265
AFUB_060370	CADAFUBG00006017
AFUB_023130	CADAFUBG00002307
AFUB_003920	CADAFUBG00000393
AFUB_034510	CADAFUBG00003437
AFUB_055190	CADAFUBG00005499
AFUB_050820	CADAFUBG00005062
AFUB_051690	CADAFUBG00005149
AFUB_052750	CADAFUBG00005255
AFUB_015650	CADAFUBG00001570
AFUB_061120	CADAFUBG00006092
AFUB_020300	CADAFUBG00002024
AFUB_068980	CADAFUBG00006846
AFUB_028610	CADAFUBG00002855
AFUB_006700	CADAFUBG00000673
AFUB_003630	CADAFUBG00000364
AFUB_059040	CADAFUBG00005884
AFUB_003780	CADAFUBG00000379
AFUB_062990	CADAFUBG00006247
AFUB_088580	CADAFUBG00008772
AFUB_056120	CADAFUBG00005591
AFUB_054790	CADAFUBG00005459
AFUB_079590	CADAFUBG00007896
AFUB_074610	CADAFUBG00007401
AFUB_058160	CADAFUBG00005795
AFUB_015540	CADAFUBG00001559
AFUB_086100	CADAFUBG00008542
AFUB_098600	CADAFUBG00009756
AFUB_092160	CADAFUBG00009129
AFUB_046710	CADAFUBG00004661
AFUB_044800	CADAFUBG00004470
AFUB_001540	CADAFUBG00000154
AFUB_001020	CADAFUBG00000102
AFUB_089530	CADAFUBG00008867
AFUB_012810	CADAFUBG00001286
AFUB_082079	CADAFUBG00008136
AFUB_010880	CADAFUBG00001093
AFUB_031350	CADAFUBG00003130
AFUB_031210	CADAFUBG00003116
AFUB_006340	CADAFUBG00000637
AFUB_023370	CADAFUBG00002331	CADAFUBG00002332
AFUB_095780	CADAFUBG00009480
AFUB_060320	CADAFUBG00006012
AFUB_031810	CADAFUBG00003176
AFUB_007220	CADAFUBG00000725
AFUB_025950	CADAFUBG00002589
AFUB_067660	CADAFUBG00006713
AFUB_041110	CADAFUBG00004098	CADAFUBG00004099
AFUB_083700	CADAFUBG00008299
AFUB_088760	CADAFUBG00008790
AFUB_069960	CADAFUBG00006944
AFUB_100360	CADAFUBG00009932
AFUB_003130	CADAFUBG00000313
AFUB_063480	CADAFUBG00006296
AFUB_065490	CADAFUBG00006499
AFUB_088830	CADAFUBG00008797
AFUB_007990	CADAFUBG00000803
AFUB_043640	CADAFUBG00004354
AFUB_014340	CADAFUBG00001439
AFUB_098740	CADAFUBG00009770
AFUB_095350	CADAFUBG00009437
AFUB_016070	CADAFUBG00001612
AFUB_053320	CADAFUBG00005312
AFUB_005480	CADAFUBG00000550
AFUB_015130	CADAFUBG00001518
AFUB_090050	CADAFUBG00008919
AFUB_078870	CADAFUBG00007825
AFUB_002420	CADAFUBG00000242
AFUB_019960	CADAFUBG00001990
AFUB_029420	CADAFUBG00002937
AFUB_059150	CADAFUBG00005895
AFUB_043810	CADAFUBG00004371
AFUB_005990	CADAFUBG00000601
AFUB_051820	CADAFUBG00005162
AFUB_009530	CADAFUBG00000958
AFUB_048040	CADAFUBG00004794
AFUB_068970	CADAFUBG00006845
AFUB_049160	CADAFUBG00004896
AFUB_061360	CADAFUBG00006116
AFUB_019110	CADAFUBG00001905
AFUB_079500	CADAFUBG00007888
AFUB_030730	CADAFUBG00003068
AFUB_064120	CADAFUBG00006361
AFUB_068920	CADAFUBG00006840
AFUB_050710	CADAFUBG00005051
AFUB_087580	CADAFUBG00008671
AFUB_079560	CADAFUBG00007893
AFUB_081200	CADAFUBG00008047
AFUB_094310	CADAFUBG00009334
AFUB_029450	CADAFUBG00002940
AFUB_006170	CADAFUBG00000620
AFUB_081090	CADAFUBG00008036
AFUB_003110	CADAFUBG00000311
AFUB_096040	CADAFUBG00009506
AFUB_061740	CADAFUBG00006152
AFUB_024310	CADAFUBG00002425
AFUB_040940	CADAFUBG00004081
AFUB_004860	CADAFUBG00000488
AFUB_011740	CADAFUBG00001179
AFUB_010610	CADAFUBG00001066
AFUB_091470	CADAFUBG00009060
AFUB_074970	CADAFUBG00007437
AFUB_040610	CADAFUBG00004048
AFUB_005460	CADAFUBG00000548
AFUB_066880	CADAFUBG00006635
AFUB_064500	CADAFUBG00006399
AFUB_033060	CADAFUBG00003301
AFUB_033430	CADAFUBG00003338
AFUB_017630	CADAFUBG00001758
AFUB_021820	CADAFUBG00002176
AFUB_073760	CADAFUBG00007316
AFUB_028280	CADAFUBG00002822
AFUB_035790	CADAFUBG00003566
AFUB_075760	CADAFUBG00007516
AFUB_040570	CADAFUBG00004044
AFUB_011630	CADAFUBG00001168
AFUB_020870	CADAFUBG00002081
AFUB_062450	CADAFUBG00006222
AFUB_075600	CADAFUBG00007500
AFUB_029520	CADAFUBG00002947
AFUB_098900	CADAFUBG00009786
AFUB_016970	CADAFUBG00001701
AFUB_079180	CADAFUBG00007856
AFUB_028930	CADAFUBG00002887
AFUB_037030	CADAFUBG00003690
AFUB_041890	CADAFUBG00004178
AFUB_058110	CADAFUBG00005790	CADAFUBG00005791	CADAFUBG00005792
AFUB_061690	CADAFUBG00006147
AFUB_025890	CADAFUBG00002583
AFUB_029140	CADAFUBG00002909
AFUB_024670	CADAFUBG00002461
AFUB_059790	CADAFUBG00005959
AFUB_023470	CADAFUBG00002341
AFUB_016720	CADAFUBG00001677
AFUB_007840	CADAFUBG00000787
AFUB_002040	CADAFUBG00000204
AFUB_040580	CADAFUBG00004045
AFUB_040970	CADAFUBG00004084
AFUB_009340	CADAFUBG00000939
AFUB_081380	CADAFUBG00008066
AFUB_076400	CADAFUBG00007580
AFUB_045590	CADAFUBG00004549
AFUB_069500	CADAFUBG00006898
AFUB_080350	CADAFUBG00007963
AFUB_063280	CADAFUBG00006276
AFUB_002890	CADAFUBG00000289
AFUB_100300	CADAFUBG00009926
AFUB_023990	CADAFUBG00002393
AFUB_047630	CADAFUBG00004753
AFUB_095310	CADAFUBG00009433
AFUB_041280	CADAFUBG00004116
AFUB_022610	CADAFUBG00002255
AFUB_042560	CADAFUBG00004245
AFUB_011590	CADAFUBG00001164
AFUB_093560	CADAFUBG00009259
AFUB_065600	CADAFUBG00006510
AFUB_046220	CADAFUBG00004613
AFUB_086170	CADAFUBG00008549
AFUB_101000	CADAFUBG00009985
AFUB_098500	CADAFUBG00009746
AFUB_063670	CADAFUBG00006316
AFUB_027990	CADAFUBG00002793
AFUB_094540	CADAFUBG00009357
AFUB_006260	CADAFUBG00000629
AFUB_029030	CADAFUBG00002898
AFUB_090130	CADAFUBG00008927
AFUB_021950	CADAFUBG00002189
AFUB_090770	CADAFUBG00008991
AFUB_085130	CADAFUBG00008443
AFUB_090380	CADAFUBG00008952
AFUB_093980	CADAFUBG00009301
AFUB_041700	CADAFUBG00004159
AFUB_060290	CADAFUBG00006009
AFUB_063200	CADAFUBG00006268
AFUB_089380	CADAFUBG00008852
AFUB_085620	CADAFUBG00008493
AFUB_018290	CADAFUBG00001823
AFUB_088100	CADAFUBG00008724
AFUB_029380	CADAFUBG00002933
AFUB_087090	CADAFUBG00008621
AFUB_006100	CADAFUBG00000613
AFUB_059400	CADAFUBG00005920
AFUB_056680	CADAFUBG00005647
AFUB_037610	CADAFUBG00003748
AFUB_002570	CADAFUBG00000257
AFUB_025440	CADAFUBG00002538
AFUB_004370	CADAFUBG00000438
AFUB_035050	CADAFUBG00003491
AFUB_013720	CADAFUBG00001377
AFUB_015850	CADAFUBG00001590
AFUB_037120	CADAFUBG00003699
AFUB_068530	CADAFUBG00006801
AFUB_018390	CADAFUBG00001833
AFUB_008620	CADAFUBG00000866
AFUB_052420	CADAFUBG00005222
AFUB_072060	CADAFUBG00007155
AFUB_014380	CADAFUBG00001443
AFUB_061560	CADAFUBG00006135
AFUB_089990	CADAFUBG00008913
AFUB_061640	CADAFUBG00006142
AFUB_074770	CADAFUBG00007417
AFUB_060250	CADAFUBG00006005
AFUB_027270	CADAFUBG00002720
AFUB_095840	CADAFUBG00009486
AFUB_047450	CADAFUBG00004735
AFUB_050730	CADAFUBG00005053
AFUB_006970	CADAFUBG00000700
AFUB_082640	CADAFUBG00008193
AFUB_064670	CADAFUBG00006416
AFUB_025840	CADAFUBG00002578
AFUB_059200	CADAFUBG00005900
AFUB_005600	CADAFUBG00000562
AFUB_047080	CADAFUBG00004698
AFUB_004210	CADAFUBG00000422
AFUB_016790	CADAFUBG00001684
AFUB_027190	CADAFUBG00002712
AFUB_062570	CADAFUBG00006234
AFUB_012110	CADAFUBG00001216
AFUB_079160	CADAFUBG00007854
AFUB_026190	CADAFUBG00002613
AFUB_005510	CADAFUBG00000553
AFUB_056110	CADAFUBG00005590
AFUB_042390	CADAFUBG00004228
AFUB_008940	CADAFUBG00000898
AFUB_051640	CADAFUBG00005144
AFUB_076530	CADAFUBG00007593
AFUB_043770	CADAFUBG00004367
AFUB_001550	CADAFUBG00000155
AFUB_002680	CADAFUBG00000268
AFUB_025040	CADAFUBG00002498
AFUB_008020	CADAFUBG00000806
AFUB_091480	CADAFUBG00009061
AFUB_008580	CADAFUBG00000862
AFUB_043460	CADAFUBG00004336
AFUB_025830	CADAFUBG00002577
AFUB_067250	CADAFUBG00006672
AFUB_063680	CADAFUBG00006317
AFUB_037530	CADAFUBG00003740
AFUB_031970	CADAFUBG00003192
AFUB_010370	CADAFUBG00001042
AFUB_011530	CADAFUBG00001158
AFUB_084270	CADAFUBG00008356
AFUB_009570	CADAFUBG00000962
AFUB_052320	CADAFUBG00005212
AFUB_011700	CADAFUBG00001175
AFUB_101220	CADAFUBG00010007
AFUB_024070	CADAFUBG00002401
AFUB_056230	CADAFUBG00005602
AFUB_067620	CADAFUBG00006709
AFUB_099260	CADAFUBG00009822
AFUB_077310	CADAFUBG00007671
AFUB_084480	CADAFUBG00008377
AFUB_001060	CADAFUBG00000106
AFUB_058360	CADAFUBG00005815
AFUB_095190	CADAFUBG00009421
AFUB_021210	CADAFUBG00002115
AFUB_008160	CADAFUBG00000820
AFUB_012710	CADAFUBG00001276
AFUB_070260	CADAFUBG00006974
AFUB_056260	CADAFUBG00005605
AFUB_049120	CADAFUBG00004892
AFUB_062070	CADAFUBG00006185
AFUB_051910	CADAFUBG00005171
AFUB_096660	CADAFUBG00009568
AFUB_059430	CADAFUBG00005923
AFUB_077550	CADAFUBG00007695
AFUB_022040	CADAFUBG00002198
AFUB_038250	CADAFUBG00003812
AFUB_000310	CADAFUBG00000031
AFUB_004550	CADAFUBG00000457
AFUB_089880	CADAFUBG00008902
AFUB_047480	CADAFUBG00004738
AFUB_096300	CADAFUBG00009532
AFUB_094670	CADAFUBG00009370
AFUB_085260	CADAFUBG00008456
AFUB_051190	CADAFUBG00005099
AFUB_053390	CADAFUBG00005319
AFUB_086660	CADAFUBG00008578
AFUB_035980	CADAFUBG00003585
AFUB_005340	CADAFUBG00000536
AFUB_055900	CADAFUBG00005569
AFUB_095160	CADAFUBG00009418
AFUB_055640	CADAFUBG00005543
AFUB_053480	CADAFUBG00005328
AFUB_002750	CADAFUBG00000275
AFUB_050320	CADAFUBG00005012
AFUB_032270	CADAFUBG00003222
AFUB_031430	CADAFUBG00003138
AFUB_007930	CADAFUBG00000797
AFUB_064030	CADAFUBG00006352
AFUB_072870	CADAFUBG00007227
AFUB_035700	CADAFUBG00003557
AFUB_072360	CADAFUBG00007176
AFUB_030130	CADAFUBG00003008
AFUB_062410	CADAFUBG00006218
AFUB_054630	CADAFUBG00005443
AFUB_024460	CADAFUBG00002440
AFUB_094180	CADAFUBG00009321
AFUB_022320	CADAFUBG00002226
AFUB_093120	CADAFUBG00009215
AFUB_006440	CADAFUBG00000647
AFUB_063060	CADAFUBG00006254
AFUB_089440	CADAFUBG00008858
AFUB_066150	CADAFUBG00006565
AFUB_094630	CADAFUBG00009366
AFUB_033160	CADAFUBG00003311
AFUB_098450	CADAFUBG00009741
AFUB_023970	CADAFUBG00002391
AFUB_090570	CADAFUBG00008971
AFUB_037300	CADAFUBG00003717
AFUB_032190	CADAFUBG00003214
AFUB_000530	CADAFUBG00000053
AFUB_015190	CADAFUBG00001524
AFUB_101080	CADAFUBG00009993
AFUB_003140	CADAFUBG00000314
AFUB_058670	CADAFUBG00005846
AFUB_081960	CADAFUBG00008124
AFUB_086180	CADAFUBG00008550
AFUB_038530	CADAFUBG00003840
AFUB_068330	CADAFUBG00006781
AFUB_011010	CADAFUBG00001106
AFUB_057030	CADAFUBG00005682
AFUB_048000	CADAFUBG00004790
AFUB_086300	CADAFUBG00008562
AFUB_049400	CADAFUBG00004920
AFUB_098640	CADAFUBG00009760
AFUB_043140	CADAFUBG00004304
AFUB_055950	CADAFUBG00005574
AFUB_032580	CADAFUBG00003253
AFUB_101430	CADAFUBG00010028
AFUB_064560	CADAFUBG00006405
AFUB_099180	CADAFUBG00009814
AFUB_074180	CADAFUBG00007358
AFUB_063820	CADAFUBG00006331
AFUB_043580	CADAFUBG00004348
AFUB_071250	CADAFUBG00007073
AFUB_066060	CADAFUBG00006556
AFUB_058810	CADAFUBG00005860
AFUB_004200	CADAFUBG00000421
AFUB_006330	CADAFUBG00000636
AFUB_024810	CADAFUBG00002475
AFUB_036160	CADAFUBG00003603
AFUB_011480	CADAFUBG00001153
AFUB_000900	CADAFUBG00000090
AFUB_023740	CADAFUBG00002368
AFUB_060430	CADAFUBG00006023
AFUB_026800	CADAFUBG00002674
AFUB_032750	CADAFUBG00003270
AFUB_070860	CADAFUBG00007034
AFUB_089890	CADAFUBG00008903
AFUB_059450	CADAFUBG00005925
AFUB_063560	CADAFUBG00006305
AFUB_075360	CADAFUBG00007051	CADAFUBG00007476
AFUB_022290	CADAFUBG00002223
AFUB_096850	CADAFUBG00009587
AFUB_066310	CADAFUBG00006581
AFUB_056140	CADAFUBG00005593
AFUB_053830	CADAFUBG00005363
AFUB_077450	CADAFUBG00007685
AFUB_081290	CADAFUBG00008057
AFUB_019130	CADAFUBG00001907
AFUB_044690	CADAFUBG00004459
AFUB_087680	CADAFUBG00008681
AFUB_075000	CADAFUBG00007440
AFUB_045090	CADAFUBG00004499
AFUB_007540	CADAFUBG00000757
AFUB_094110	CADAFUBG00009314
AFUB_076220	CADAFUBG00007562	CADAFUBG00007563	CADAFUBG00007564
AFUB_037650	CADAFUBG00003752
AFUB_063610	CADAFUBG00006310
AFUB_053130	CADAFUBG00005293
AFUB_030350	CADAFUBG00003030
AFUB_089140	CADAFUBG00008828
AFUB_019490	CADAFUBG00001943
AFUB_012730	CADAFUBG00001278
AFUB_061260	CADAFUBG00006106
AFUB_057630	CADAFUBG00005742
AFUB_006160	CADAFUBG00000619
AFUB_070240	CADAFUBG00006972
AFUB_070880	CADAFUBG00007036
AFUB_039400	CADAFUBG00003927
AFUB_081210	CADAFUBG00008048
AFUB_056760	CADAFUBG00005655
AFUB_046600	CADAFUBG00004650
AFUB_027960	CADAFUBG00002790
AFUB_101720	CADAFUBG00010059
AFUB_050540	CADAFUBG00005034
AFUB_034220	CADAFUBG00003408
AFUB_061040	CADAFUBG00006084
AFUB_037210	CADAFUBG00003708
AFUB_089010	CADAFUBG00008815
AFUB_016190	CADAFUBG00001624
AFUB_093530	CADAFUBG00009256
AFUB_041560	CADAFUBG00004144
AFUB_028260	CADAFUBG00002820
AFUB_004540	CADAFUBG00000456
AFUB_089180	CADAFUBG00008832
AFUB_092310	CADAFUBG00009144
AFUB_029230	CADAFUBG00002918
AFUB_043260	CADAFUBG00004316
AFUB_065300	CADAFUBG00006480
AFUB_052400	CADAFUBG00005220
AFUB_085580	CADAFUBG00008489
AFUB_025320	CADAFUBG00002526
AFUB_099320	CADAFUBG00009828
AFUB_008250	CADAFUBG00000829
AFUB_060170	CADAFUBG00005997
AFUB_020120	CADAFUBG00002006
AFUB_099340	CADAFUBG00009830
AFUB_070510	CADAFUBG00006999
AFUB_056250	CADAFUBG00005604
AFUB_032840	CADAFUBG00003279
AFUB_028740	CADAFUBG00002868
AFUB_034500	CADAFUBG00003436
AFUB_000630	CADAFUBG00000063
AFUB_040600	CADAFUBG00004047
AFUB_054580	CADAFUBG00005438
AFUB_004030	CADAFUBG00000404
AFUB_011910	CADAFUBG00001196
AFUB_001310	CADAFUBG00000131
AFUB_078300	CADAFUBG00007768
AFUB_020830	CADAFUBG00002077
AFUB_069940	CADAFUBG00006942
AFUB_058940	CADAFUBG00005874
AFUB_064410	CADAFUBG00006390
AFUB_073380	CADAFUBG00007278
AFUB_012390	CADAFUBG00001244
AFUB_096050	CADAFUBG00009507
AFUB_086200	CADAFUBG00008552
AFUB_029100	CADAFUBG00002905
AFUB_061270	CADAFUBG00006107
AFUB_014760	CADAFUBG00001481
AFUB_049760	CADAFUBG00004956
AFUB_081680	CADAFUBG00008096
AFUB_055530	CADAFUBG00005532
AFUB_001370	CADAFUBG00000137
AFUB_009620	CADAFUBG00000967
AFUB_011020	CADAFUBG00001107
AFUB_030220	CADAFUBG00003017
AFUB_046350	CADAFUBG00004626
AFUB_099390	CADAFUBG00009835
AFUB_067490	CADAFUBG00006696
AFUB_060700	CADAFUBG00006050
AFUB_023510	CADAFUBG00002345
AFUB_098350	CADAFUBG00009731
AFUB_076640	CADAFUBG00007604
AFUB_018460	CADAFUBG00001840
AFUB_066910	CADAFUBG00006638
AFUB_046060	CADAFUBG00004597
AFUB_012100	CADAFUBG00001215
AFUB_043950	CADAFUBG00004385
AFUB_050330	CADAFUBG00005013
AFUB_008840	CADAFUBG00000888
AFUB_059650	CADAFUBG00005945
AFUB_052090	CADAFUBG00005189
AFUB_044040	CADAFUBG00004394
AFUB_012170	CADAFUBG00001222
AFUB_082030	CADAFUBG00008131
AFUB_050400	CADAFUBG00005020
AFUB_069740	CADAFUBG00006922
AFUB_101290	CADAFUBG00010014
AFUB_036860	CADAFUBG00003673
AFUB_071560	CADAFUBG00007104
AFUB_009920	CADAFUBG00000997
AFUB_013070	CADAFUBG00001312
AFUB_019280	CADAFUBG00001922
AFUB_027940	CADAFUBG00002788
AFUB_070530	CADAFUBG00007001
AFUB_094510	CADAFUBG00009354
AFUB_049270	CADAFUBG00004907
AFUB_095370	CADAFUBG00009439
AFUB_090970	CADAFUBG00009010
AFUB_030510	CADAFUBG00003046
AFUB_093020	CADAFUBG00009205
AFUB_081510	CADAFUBG00008079
AFUB_046300	CADAFUBG00004621
AFUB_012930	CADAFUBG00001298
AFUB_068110	CADAFUBG00006759
AFUB_036030	CADAFUBG00003590
AFUB_052930	CADAFUBG00005273
AFUB_049080	CADAFUBG00004888
AFUB_030970	CADAFUBG00003092
AFUB_022860	CADAFUBG00002280
AFUB_034270	CADAFUBG00003413
AFUB_087740	CADAFUBG00008688
AFUB_008290	CADAFUBG00000833
AFUB_064450	CADAFUBG00006394
AFUB_022220	CADAFUBG00002216
AFUB_052500	CADAFUBG00005230
AFUB_039020	CADAFUBG00003889
AFUB_062930	CADAFUBG00006241
AFUB_039550	CADAFUBG00003942
AFUB_011470	CADAFUBG00001152
AFUB_012330	CADAFUBG00001238
AFUB_099060	CADAFUBG00009802
AFUB_048770	CADAFUBG00004857
AFUB_007560	CADAFUBG00000759
AFUB_053690	CADAFUBG00005349
AFUB_040660	CADAFUBG00004053
AFUB_048080	CADAFUBG00004798
AFUB_053700	CADAFUBG00005350
AFUB_043830	CADAFUBG00004373
AFUB_086250	CADAFUBG00008557
AFUB_006940	CADAFUBG00000697
AFUB_057330	CADAFUBG00005712
AFUB_100630	CADAFUBG00009950
AFUB_044820	CADAFUBG00004472
AFUB_088280	CADAFUBG00008742
AFUB_061250	CADAFUBG00006105
AFUB_047150	CADAFUBG00004705
AFUB_043980	CADAFUBG00004388
AFUB_078260	CADAFUBG00007764
AFUB_029370	CADAFUBG00002932
AFUB_063970	CADAFUBG00006346
AFUB_035960	CADAFUBG00003583
AFUB_083830	CADAFUBG00008312
AFUB_091820	CADAFUBG00009095
AFUB_014650	CADAFUBG00001470
AFUB_079440	CADAFUBG00007882
AFUB_003760	CADAFUBG00000377
AFUB_019230	CADAFUBG00001917
AFUB_065770	CADAFUBG00006527
AFUB_023460	CADAFUBG00002340
AFUB_027749	CADAFUBG00002768
AFUB_079000	CADAFUBG00007838
AFUB_055610	CADAFUBG00005540
AFUB_004760	CADAFUBG00000478
AFUB_041080	CADAFUBG00004095
AFUB_021640	CADAFUBG00002158
AFUB_006320	CADAFUBG00000635
AFUB_020910	CADAFUBG00002085
AFUB_043850	CADAFUBG00004375
AFUB_077180	CADAFUBG00007658
AFUB_042040	CADAFUBG00004193
AFUB_035810	CADAFUBG00003568
AFUB_097390	CADAFUBG00009644
AFUB_033870	CADAFUBG00003373
AFUB_073870	CADAFUBG00007327
AFUB_068430	CADAFUBG00006791
AFUB_049150	CADAFUBG00004895
AFUB_053750	CADAFUBG00005355
AFUB_097330	CADAFUBG00009635
AFUB_016160	CADAFUBG00001621
AFUB_028670	CADAFUBG00002861
AFUB_092060	CADAFUBG00009119
AFUB_081320	CADAFUBG00008060
AFUB_095510	CADAFUBG00009453
AFUB_004850	CADAFUBG00000487
AFUB_031850	CADAFUBG00003180
AFUB_059740	CADAFUBG00005954
AFUB_056060	CADAFUBG00005585
AFUB_053140	CADAFUBG00005294
AFUB_037510	CADAFUBG00003738
AFUB_056350	CADAFUBG00005614
AFUB_041000	CADAFUBG00004087
AFUB_025170	CADAFUBG00002511
AFUB_085080	CADAFUBG00008438
AFUB_014910	CADAFUBG00001496
AFUB_020500	CADAFUBG00002044
AFUB_082140	CADAFUBG00008143
AFUB_005620	CADAFUBG00000564
AFUB_097337	CADAFUBG00009636
AFUB_093750	CADAFUBG00009278
AFUB_025420	CADAFUBG00002536
AFUB_036540	CADAFUBG00003641
AFUB_080930	CADAFUBG00008020
AFUB_080370	CADAFUBG00007965
AFUB_001750	CADAFUBG00000175
AFUB_016940	CADAFUBG00001698
AFUB_092080	CADAFUBG00009121
AFUB_020200	CADAFUBG00002014
AFUB_049510	CADAFUBG00004931
AFUB_085250	CADAFUBG00008455
AFUB_005000	CADAFUBG00000502
AFUB_088230	CADAFUBG00008737
AFUB_046490	CADAFUBG00004639
AFUB_008420	CADAFUBG00000846
AFUB_091190	CADAFUBG00009032
AFUB_089850	CADAFUBG00008899
AFUB_075790	CADAFUBG00007519
AFUB_086310	CADAFUBG00008563
AFUB_041220	CADAFUBG00004110
AFUB_078840	CADAFUBG00007822
AFUB_059480	CADAFUBG00005928
AFUB_033950	CADAFUBG00003381
AFUB_041680	CADAFUBG00004157
AFUB_017960	CADAFUBG00001791
AFUB_056280	CADAFUBG00005607
AFUB_076950	CADAFUBG00007635
AFUB_034530	CADAFUBG00003439
AFUB_072820	CADAFUBG00007222
AFUB_100610	CADAFUBG00009948
AFUB_014520	CADAFUBG00001457
AFUB_085000	CADAFUBG00008430
AFUB_032430	CADAFUBG00003238
AFUB_076900	CADAFUBG00007630
AFUB_017300	CADAFUBG00001725
AFUB_067870	CADAFUBG00006734
AFUB_056190	CADAFUBG00005598
AFUB_044100	CADAFUBG00004400
AFUB_044660	CADAFUBG00004456
AFUB_050580	CADAFUBG00005038
AFUB_011450	CADAFUBG00001150
AFUB_069330	CADAFUBG00006881
AFUB_016850	CADAFUBG00001690
AFUB_038220	CADAFUBG00003809
AFUB_093060	CADAFUBG00009209
AFUB_091290	CADAFUBG00009042
AFUB_045240	CADAFUBG00004514
AFUB_067090	CADAFUBG00006656
AFUB_006400	CADAFUBG00000643
AFUB_030810	CADAFUBG00003076
AFUB_084620	CADAFUBG00008391
AFUB_054360	CADAFUBG00005416
AFUB_082500	CADAFUBG00008179
AFUB_013290	CADAFUBG00001334
AFUB_074740	CADAFUBG00007414
AFUB_035610	CADAFUBG00003548
AFUB_036300	CADAFUBG00003617
AFUB_010530	CADAFUBG00001058
AFUB_014030	CADAFUBG00001408
AFUB_017380	CADAFUBG00001733
AFUB_004240	CADAFUBG00000425
AFUB_067400	CADAFUBG00006687
AFUB_002840	CADAFUBG00000284
AFUB_016450	CADAFUBG00001650
AFUB_074530	CADAFUBG00007393
AFUB_001520	CADAFUBG00000152
AFUB_032340	CADAFUBG00003229
AFUB_011990	CADAFUBG00001204
AFUB_086810	CADAFUBG00008593
AFUB_056540	CADAFUBG00005633
AFUB_042150	CADAFUBG00004204
AFUB_055920	CADAFUBG00005571
AFUB_016590	CADAFUBG00001664
AFUB_028180	CADAFUBG00002812
AFUB_083920	CADAFUBG00008321
AFUB_041670	CADAFUBG00004156
AFUB_017830	CADAFUBG00001778
AFUB_011870	CADAFUBG00001192
AFUB_025880	CADAFUBG00002582
AFUB_067790	CADAFUBG00006726
AFUB_059940	CADAFUBG00005974
AFUB_040100	CADAFUBG00003997
AFUB_070600	CADAFUBG00007008
